"Nom de la Station","SALLUIT"
"Province","QUÉBEC"
"Latitude","62,18"
"Longitude","-75,67"
"Altitude","228,00"
"ID climatologique","7117800"
"ID de l'OMM","71641"
"ID de TC","MFX"
"Toutes les heures sont exprimées en heure normale locale (HNL). Pour convertir l'heure locale en heure avancée de l'Est (HAE), ajoutez 1 heure s'il y a lieu."

"Légende"
"E","Valeur estimée"
"M","Données manquantes"
"ND","Non disponible"

"Date/Heure","Année","Mois","Jour","Heure","Temp (°C)","Temp Indicateur","Point de rosée (°C)","Point de rosée Indicateur","Hum. rel (%)","Hum. rel. Indicateur","Dir. du vent (10s deg)","Dir. du vent Indicateur","Vit. du vent (km/h)","Vit. du vent Indicateur","Visibilité (km)","Visibilité Indicateur","Pression à la station (kPa)","Pression à la station Indicateur","Hmdx","Hmdx Indicateur","Refroid. éolien","Refroid. éolien Indicateur","Temps"
"2018-02-09 16:00","2018","02","09","16:00","-37,1","","-41,9","","61","","","M","","M","","","96,68","","","","","","ND"
"2018-02-09 17:00","2018","02","09","17:00","-36,7","","-41,4","","62","","","M","","M","","","96,68","","","","","","ND"
"2018-02-09 18:00","2018","02","09","18:00","-36,1","","-40,7","","62","","","M","","M","","","96,69","","","","","","ND"
"2018-02-09 19:00","2018","02","09","19:00"
"2018-02-09 20:00","2018","02","09","20:00","-36,6","","-41,3","","62","","","M","","M","","","96,70","","","","","","ND"
"2018-02-09 21:00","2018","02","09","21:00","-35,6","","-40,2","","63","","","M","","M","","","96,62","","","","","","ND"
"2018-02-09 22:00","2018","02","09","22:00","-35,2","","-39,9","","62","","","M","","M","","","96,61","","","","","","ND"
"2018-02-09 23:00","2018","02","09","23:00","-34,1","","-38,6","","63","","","M","","M","","","96,50","","","","","","ND"
"2018-02-10 00:00","2018","02","10","00:00","-33,8","","-38,3","","64","","","M","","M","","","96,47","","","","","","ND"
"2018-02-10 01:00","2018","02","10","01:00","-34,1","","-38,5","","64","","","M","","M","","","96,46","","","","","","ND"
"2018-02-10 02:00","2018","02","10","02:00","-34,6","","-39,0","","64","","","M","","M","","","96,42","","","","","","ND"
"2018-02-10 03:00","2018","02","10","03:00","-34,7","","-39,0","","65","","","M","","M","","","96,42","","","","","","ND"
"2018-02-10 04:00","2018","02","10","04:00","-34,1","","-38,3","","66","","","M","","M","","","96,40","","","","","","ND"
"2018-02-10 05:00","2018","02","10","05:00","-33,1","","-37,6","","65","","","M","","M","","","96,36","","","","","","ND"
"2018-02-10 06:00","2018","02","10","06:00","-33,1","","-37,6","","64","","","M","","M","","","96,36","","","","","","ND"
"2018-02-10 07:00","2018","02","10","07:00","-33,2","","-37,6","","65","","","M","","M","","","96,37","","","","","","ND"
"2018-02-10 08:00","2018","02","10","08:00","-33,0","","-37,3","","65","","","M","","M","","","96,38","","","","","","ND"
"2018-02-10 09:00","2018","02","10","09:00","-32,5","","-36,6","","66","","","M","","M","","","96,40","","","","","","ND"
"2018-02-10 10:00","2018","02","10","10:00","-31,4","","-35,6","","67","","","M","","M","","","96,42","","","","","","ND"
"2018-02-10 11:00","2018","02","10","11:00","-31,3","","-35,5","","66","","","M","","M","","","96,47","","","","","","ND"
"2018-02-10 12:00","2018","02","10","12:00","-30,3","","-34,3","","68","","","M","","M","","","96,49","","","","","","ND"
"2018-02-10 13:00","2018","02","10","13:00","-30,4","","-34,5","","67","","","M","","M","","","96,58","","","","","","ND"
"2018-02-10 14:00","2018","02","10","14:00","-30,2","","-34,3","","67","","","M","","M","","","96,66","","","","","","ND"
"2018-02-10 15:00","2018","02","10","15:00","-30,3","","-34,3","","69","","","M","","M","","","96,75","","","","","","ND"
"2018-02-10 16:00","2018","02","10","16:00","-30,4","","-34,2","","69","","","M","","M","","","96,85","","","","","","ND"
"2018-02-10 17:00","2018","02","10","17:00","-30,8","","-34,7","","69","","","M","","M","","","96,98","","","","","","ND"
"2018-02-10 18:00","2018","02","10","18:00","-31,2","","-35,1","","68","","","M","","M","","","97,10","","","","","","ND"
"2018-02-10 19:00","2018","02","10","19:00","-31,4","","-35,3","","68","","","M","","M","","","97,19","","","","","","ND"
"2018-02-10 20:00","2018","02","10","20:00","-31,5","","-35,4","","69","","","M","","M","","","97,30","","","","","","ND"
"2018-02-10 21:00","2018","02","10","21:00","-31,8","","-35,8","","68","","","M","","M","","","97,38","","","","","","ND"
"2018-02-10 22:00","2018","02","10","22:00","-32,3","","-36,3","","68","","","M","","M","","","97,46","","","","","","ND"
"2018-02-10 23:00","2018","02","10","23:00","-33,4","","-37,7","","66","","","M","","M","","","97,53","","","","","","ND"
"2018-02-11 00:00","2018","02","11","00:00","-33,6","","-37,8","","66","","","M","","M","","","97,60","","","","","","ND"
"2018-02-11 01:00","2018","02","11","01:00","-34,1","","-38,4","","65","","","M","","M","","","97,70","","","","","","ND"
"2018-02-11 02:00","2018","02","11","02:00","-34,2","","-38,5","","65","","","M","","M","","","97,75","","","","","","ND"
"2018-02-11 03:00","2018","02","11","03:00","-34,9","","-39,3","","64","","","M","","M","","","97,80","","","","","","ND"
"2018-02-11 04:00","2018","02","11","04:00","-34,7","","-39,2","","64","","","M","","M","","","97,84","","","","","","ND"
"2018-02-11 05:00","2018","02","11","05:00","-35,3","","-39,9","","63","","","M","","M","","","97,88","","","","","","ND"
"2018-02-11 06:00","2018","02","11","06:00","-35,7","","-40,1","","64","","","M","","M","","","97,94","","","","","","ND"
"2018-02-11 07:00","2018","02","11","07:00","-35,3","","-39,8","","63","","","M","","M","","","97,97","","","","","","ND"
"2018-02-11 08:00","2018","02","11","08:00","-34,1","","-38,3","","65","","","M","","M","","","98,01","","","","","","ND"
"2018-02-11 09:00","2018","02","11","09:00","-34,8","","-39,3","","63","","","M","","M","","","98,03","","","","","","ND"
"2018-02-11 10:00","2018","02","11","10:00","-33,8","","-38,1","","65","","","M","","M","","","98,07","","","","","","ND"
"2018-02-11 11:00","2018","02","11","11:00","-34,1","","-38,5","","64","","","M","","M","","","98,09","","","","","","ND"
"2018-02-11 12:00","2018","02","11","12:00","-32,9","","-37,1","","66","","","M","","M","","","98,07","","","","","","ND"
"2018-02-11 13:00","2018","02","11","13:00","-33,2","","-37,5","","65","","","M","","M","","","98,09","","","","","","ND"
"2018-02-11 14:00","2018","02","11","14:00","-33,4","","-37,7","","65","","","M","","M","","","98,13","","","","","","ND"
"2018-02-11 15:00","2018","02","11","15:00","-33,3","","-37,8","","64","","","M","","M","","","98,17","","","","","","ND"
"2018-02-11 16:00","2018","02","11","16:00","-34,1","","-38,5","","64","","","M","","M","","","98,16","","","","","","ND"
"2018-02-11 17:00","2018","02","11","17:00","-34,4","","-39,0","","63","","","M","","M","","","98,15","","","","","","ND"
"2018-02-11 18:00","2018","02","11","18:00","-33,7","","-38,2","","64","","","M","","M","","","98,14","","","","","","ND"
"2018-02-11 19:00","2018","02","11","19:00","-34,8","","-39,4","","63","","","M","","M","","","98,16","","","","","","ND"
"2018-02-11 20:00","2018","02","11","20:00","-35,6","","-40,1","","63","","","M","","M","","","98,20","","","","","","ND"
"2018-02-11 21:00","2018","02","11","21:00","-36,4","","-41,0","","62","","","M","","M","","","98,21","","","","","","ND"
"2018-02-11 22:00","2018","02","11","22:00","-36,4","","-40,9","","63","","","M","","M","","","98,18","","","","","","ND"
"2018-02-11 23:00","2018","02","11","23:00","-36,6","","-41,2","","62","","","M","","M","","","98,17","","","","","","ND"
"2018-02-12 00:00","2018","02","12","00:00","-35,2","","-39,6","","64","","","M","","M","","","98,14","","","","","","ND"
"2018-02-12 01:00","2018","02","12","01:00","-35,7","","-40,2","","63","","","M","","M","","","98,09","","","","","","ND"
"2018-02-12 02:00","2018","02","12","02:00","-35,6","","-40,0","","64","","","M","","M","","","98,09","","","","","","ND"
"2018-02-12 03:00","2018","02","12","03:00","-36,1","","-40,8","","62","","","M","","M","","","98,08","","","","","","ND"
"2018-02-12 04:00","2018","02","12","04:00","-35,8","","-40,4","","63","","","M","","M","","","98,04","","","","","","ND"
"2018-02-12 05:00","2018","02","12","05:00","-36,5","","-41,1","","63","","","M","","M","","","98,02","","","","","","ND"
"2018-02-12 06:00","2018","02","12","06:00","-37,3","","-41,8","","63","","","M","","M","","","97,99","","","","","","ND"
"2018-02-12 07:00","2018","02","12","07:00","-36,4","","-40,8","","64","","","M","","M","","","98,00","","","","","","ND"
"2018-02-12 08:00","2018","02","12","08:00","-36,8","","-41,3","","63","","","M","","M","","","97,98","","","","","","ND"
"2018-02-12 09:00","2018","02","12","09:00","-36,9","","-41,5","","63","","","M","","M","","","97,96","","","","","","ND"
"2018-02-12 10:00","2018","02","12","10:00","-36,6","","-41,2","","62","","","M","","M","","","97,96","","","","","","ND"
"2018-02-12 11:00","2018","02","12","11:00","-36,0","","-40,7","","62","","","M","","M","","","97,95","","","","","","ND"
"2018-02-12 12:00","2018","02","12","12:00","-36,1","","-40,9","","61","","","M","","M","","","97,96","","","","","","ND"
"2018-02-12 13:00","2018","02","12","13:00","-36,0","","-40,7","","62","","","M","","M","","","97,97","","","","","","ND"
"2018-02-12 14:00","2018","02","12","14:00","-36,1","","-40,9","","61","","","M","","M","","","98,00","","","","","","ND"
"2018-02-12 15:00","2018","02","12","15:00","-35,5","","-40,2","","62","","","M","","M","","","98,02","","","","","","ND"
"2018-02-12 16:00","2018","02","12","16:00","-34,4","","-39,2","","62","","","M","","M","","","98,04","","","","","","ND"
"2018-02-12 17:00","2018","02","12","17:00","-34,0","","-38,8","","62","","","M","","M","","","98,04","","","","","","ND"
"2018-02-12 18:00","2018","02","12","18:00","-34,0","","-38,7","","62","","","M","","M","","","98,04","","","","","","ND"
"2018-02-12 19:00","2018","02","12","19:00","-33,8","","-38,7","","61","","","M","","M","","","98,03","","","","","","ND"
"2018-02-12 20:00","2018","02","12","20:00","-34,9","","-39,9","","61","","","M","","M","","","97,98","","","","","","ND"
"2018-02-12 21:00","2018","02","12","21:00","-35,4","","-40,4","","60","","","M","","M","","","97,94","","","","","","ND"
"2018-02-12 22:00","2018","02","12","22:00","-35,4","","-40,4","","60","","","M","","M","","","97,90","","","","","","ND"
"2018-02-12 23:00","2018","02","12","23:00","-34,4","","-39,2","","62","","","M","","M","","","97,78","","","","","","ND"
"2018-02-13 00:00","2018","02","13","00:00","-33,6","","-38,3","","62","","","M","","M","","","97,69","","","","","","ND"
"2018-02-13 01:00","2018","02","13","01:00","-32,1","","-37,0","","62","","","M","","M","","","97,71","","","","","","ND"
"2018-02-13 02:00","2018","02","13","02:00","-33,4","","-37,8","","65","","","M","","M","","","97,59","","","","","","ND"
"2018-02-13 03:00","2018","02","13","03:00","-34,0","","-38,5","","64","","","M","","M","","","97,54","","","","","","ND"
"2018-02-13 04:00","2018","02","13","04:00","-34,0","","-38,5","","64","","","M","","M","","","97,43","","","","","","ND"
"2018-02-13 05:00","2018","02","13","05:00","-33,9","","-38,4","","64","","","M","","M","","","97,39","","","","","","ND"
"2018-02-13 06:00","2018","02","13","06:00","-34,6","","-39,0","","64","","","M","","M","","","97,24","","","","","","ND"
"2018-02-13 07:00","2018","02","13","07:00","-34,6","","-38,9","","65","","","M","","M","","","97,16","","","","","","ND"
"2018-02-13 08:00","2018","02","13","08:00","-34,2","","-38,5","","65","","","M","","M","","","97,04","","","","","","ND"
"2018-02-13 09:00","2018","02","13","09:00","-33,4","","-37,6","","66","","","M","","M","","","96,91","","","","","","ND"
"2018-02-13 10:00","2018","02","13","10:00","-32,4","","-36,6","","66","","","M","","M","","","96,74","","","","","","ND"
"2018-02-13 11:00","2018","02","13","11:00","-32,1","","-36,2","","67","","","M","","M","","","96,59","","","","","","ND"
"2018-02-13 12:00","2018","02","13","12:00","-31,7","","-35,8","","67","","","M","","M","","","96,43","","","","","","ND"
"2018-02-13 13:00","2018","02","13","13:00","-30,7","","-34,6","","68","","","M","","M","","","96,25","","","","","","ND"
"2018-02-13 14:00","2018","02","13","14:00","-29,8","","-33,7","","69","","","M","","M","","","96,08","","","","","","ND"
"2018-02-13 15:00","2018","02","13","15:00","-27,9","","-31,6","","71","","","M","","M","","","95,93","","","","","","ND"
"2018-02-13 16:00","2018","02","13","16:00","-28,3","","-32,0","","70","","","M","","M","","","95,95","","","","","","ND"
"2018-02-13 17:00","2018","02","13","17:00","-27,9","","-31,7","","70","","","M","","M","","","95,84","","","","","","ND"
"2018-02-13 18:00","2018","02","13","18:00","-27,6","","-31,3","","71","","","M","","M","","","95,69","","","","","","ND"
"2018-02-13 19:00","2018","02","13","19:00","-27,2","","-30,9","","71","","","M","","M","","","95,58","","","","","","ND"
"2018-02-13 20:00","2018","02","13","20:00","-26,3","","-29,9","","72","","","M","","M","","","95,53","","","","","","ND"
"2018-02-13 21:00","2018","02","13","21:00","-25,5","","-29,0","","72","","","M","","M","","","95,43","","","","","","ND"
"2018-02-13 22:00","2018","02","13","22:00","-25,6","","-29,1","","72","","","M","","M","","","95,44","","","","","","ND"
"2018-02-13 23:00","2018","02","13","23:00","-25,3","","-29,0","","71","","","M","","M","","","95,38","","","","","","ND"
"2018-02-14 00:00","2018","02","14","00:00","-26,0","","-29,8","","71","","","M","","M","","","95,34","","","","","","ND"
"2018-02-14 01:00","2018","02","14","01:00","-25,8","","-29,5","","71","","","M","","M","","","95,29","","","","","","ND"
"2018-02-14 02:00","2018","02","14","02:00","-26,6","","-30,3","","71","","","M","","M","","","95,29","","","","","","ND"
"2018-02-14 03:00","2018","02","14","03:00","-26,0","","-29,6","","72","","","M","","M","","","95,30","","","","","","ND"
"2018-02-14 04:00","2018","02","14","04:00","-26,0","","-29,5","","72","","","M","","M","","","95,31","","","","","","ND"
"2018-02-14 05:00","2018","02","14","05:00","-27,2","","-30,7","","72","","","M","","M","","","95,31","","","","","","ND"
"2018-02-14 06:00","2018","02","14","06:00","-27,6","","-31,1","","72","","","M","","M","","","95,33","","","","","","ND"
"2018-02-14 07:00","2018","02","14","07:00","-27,3","","-30,8","","72","","","M","","M","","","95,36","","","","","","ND"
"2018-02-14 08:00","2018","02","14","08:00","-27,5","","-31,0","","72","","","M","","M","","","95,40","","","","","","ND"
"2018-02-14 09:00","2018","02","14","09:00","-27,6","","-31,1","","72","","","M","","M","","","95,48","","","","","","ND"
"2018-02-14 10:00","2018","02","14","10:00","-27,0","","-30,4","","72","","","M","","M","","","95,54","","","","","","ND"
"2018-02-14 11:00","2018","02","14","11:00","-28,3","","-32,0","","70","","","M","","M","","","95,60","","","","","","ND"
"2018-02-14 12:00","2018","02","14","12:00","-29,3","","-33,0","","70","","","M","","M","","","95,69","","","","","","ND"
"2018-02-14 13:00","2018","02","14","13:00","-29,7","","-33,5","","70","","","M","","M","","","95,78","","","","","","ND"
"2018-02-14 14:00","2018","02","14","14:00","-30,0","","-33,8","","70","","","M","","M","","","95,91","","","","","","ND"
"2018-02-14 15:00","2018","02","14","15:00","-30,2","","-34,0","","69","","","M","","M","","","96,06","","","","","","ND"
"2018-02-14 16:00","2018","02","14","16:00","-30,3","","-34,2","","69","","","M","","M","","","96,18","","","","","","ND"
"2018-02-14 17:00","2018","02","14","17:00","-30,3","","-34,2","","69","","","M","","M","","","96,30","","","","","","ND"
"2018-02-14 18:00","2018","02","14","18:00","-30,1","","-33,8","","70","","","M","","M","","","96,39","","","","","","ND"
"2018-02-14 19:00","2018","02","14","19:00","-30,0","","-33,8","","70","","","M","","M","","","96,50","","","","","","ND"
"2018-02-14 20:00","2018","02","14","20:00","-30,9","","-34,7","","69","","","M","","M","","","96,61","","","","","","ND"
"2018-02-14 21:00","2018","02","14","21:00","-31,1","","-35,0","","68","","","M","","M","","","96,72","","","","","","ND"
"2018-02-14 22:00","2018","02","14","22:00","-33,2","","-37,3","","66","","","M","","M","","","96,83","","","","","","ND"
"2018-02-14 23:00","2018","02","14","23:00","-33,6","","-37,8","","66","","","M","","M","","","96,94","","","","","","ND"
"2018-02-15 00:00","2018","02","15","00:00","-34,6","","-38,9","","65","","","M","","M","","","97,08","","","","","","ND"
"2018-02-15 01:00","2018","02","15","01:00","-34,6","","-38,9","","64","","","M","","M","","","97,15","","","","","","ND"
"2018-02-15 02:00","2018","02","15","02:00","-34,1","","-38,4","","65","","","M","","M","","","97,22","","","","","","ND"
"2018-02-15 03:00","2018","02","15","03:00","-33,8","","-38,0","","66","","","M","","M","","","97,33","","","","","","ND"
"2018-02-15 04:00","2018","02","15","04:00","-32,6","","-36,7","","67","","","M","","M","","","97,30","","","","","","ND"
"2018-02-15 05:00","2018","02","15","05:00","-31,8","","-35,8","","68","","","M","","M","","","97,34","","","","","","ND"
"2018-02-15 06:00","2018","02","15","06:00","-32,9","","-37,0","","67","","","M","","M","","","97,34","","","","","","ND"
"2018-02-15 07:00","2018","02","15","07:00","-33,3","","-37,5","","66","","","M","","M","","","97,33","","","","","","ND"
"2018-02-15 08:00","2018","02","15","08:00","-33,7","","-37,9","","66","","","M","","M","","","97,27","","","","","","ND"
"2018-02-15 09:00","2018","02","15","09:00","-32,7","","-36,9","","67","","","M","","M","","","97,30","","","","","","ND"
"2018-02-15 10:00","2018","02","15","10:00","-33,1","","-37,4","","66","","","M","","M","","","97,28","","","","","","ND"
"2018-02-15 11:00","2018","02","15","11:00","-32,8","","-37,0","","66","","","M","","M","","","97,24","","","","","","ND"
"2018-02-15 12:00","2018","02","15","12:00","-32,3","","-36,4","","67","","","M","","M","","","97,25","","","","","","ND"
"2018-02-15 13:00","2018","02","15","13:00","-32,7","","-37,0","","66","","","M","","M","","","97,29","","","","","","ND"
"2018-02-15 14:00","2018","02","15","14:00","-32,9","","-37,2","","65","","","M","","M","","","97,23","","","","","","ND"
"2018-02-15 15:00","2018","02","15","15:00","-32,4","","-36,6","","66","","","M","","M","","","97,17","","","","","","ND"
"2018-02-15 16:00","2018","02","15","16:00","-33,1","","-37,3","","66","","","M","","M","","","97,15","","","","","","ND"
"2018-02-15 17:00","2018","02","15","17:00","-32,6","","-36,7","","67","","","M","","M","","","97,12","","","","","","ND"
"2018-02-15 18:00","2018","02","15","18:00","-32,8","","-36,9","","67","","","M","","M","","","97,05","","","","","","ND"
"2018-02-15 19:00","2018","02","15","19:00","-33,5","","-37,7","","66","","","M","","M","","","97,06","","","","","","ND"
"2018-02-15 20:00","2018","02","15","20:00","-33,4","","-37,6","","66","","","M","","M","","","96,95","","","","","","ND"
"2018-02-15 21:00","2018","02","15","21:00","-33,5","","-37,7","","66","","","M","","M","","","96,96","","","","","","ND"
"2018-02-15 22:00","2018","02","15","22:00","-33,6","","-37,8","","66","","","M","","M","","","96,91","","","","","","ND"
"2018-02-15 23:00","2018","02","15","23:00","-33,5","","-37,7","","66","","","M","","M","","","96,95","","","","","","ND"
"2018-02-16 00:00","2018","02","16","00:00","-33,6","","-37,8","","66","","","M","","M","","","96,94","","","","","","ND"
"2018-02-16 01:00","2018","02","16","01:00","-33,6","","-37,9","","66","","","M","","M","","","96,96","","","","","","ND"
"2018-02-16 02:00","2018","02","16","02:00","-33,9","","-38,1","","66","","","M","","M","","","96,88","","","","","","ND"
"2018-02-16 03:00","2018","02","16","03:00","-34,4","","-38,7","","65","","","M","","M","","","96,86","","","","","","ND"
"2018-02-16 04:00","2018","02","16","04:00","-34,4","","-38,6","","65","","","M","","M","","","96,76","","","","","","ND"
"2018-02-16 05:00","2018","02","16","05:00","-34,1","","-38,5","","65","","","M","","M","","","96,69","","","","","","ND"
"2018-02-16 06:00","2018","02","16","06:00","-34,0","","-38,3","","65","","","M","","M","","","96,65","","","","","","ND"
"2018-02-16 07:00","2018","02","16","07:00","-33,4","","-37,7","","66","","","M","","M","","","96,72","","","","","","ND"
"2018-02-16 08:00","2018","02","16","08:00","-33,8","","-38,1","","65","","","M","","M","","","96,68","","","","","","ND"
"2018-02-16 09:00","2018","02","16","09:00","-32,8","","-37,0","","66","","","M","","M","","","96,69","","","","","","ND"
"2018-02-16 10:00","2018","02","16","10:00","-33,2","","-37,4","","66","","","M","","M","","","96,66","","","","","","ND"
"2018-02-16 11:00","2018","02","16","11:00","-32,9","","-37,1","","66","","","M","","M","","","96,54","","","","","","ND"
"2018-02-16 12:00","2018","02","16","12:00","-32,4","","-36,5","","66","","","M","","M","","","96,49","","","","","","ND"
"2018-02-16 13:00","2018","02","16","13:00","-32,4","","-36,6","","66","","","M","","M","","","96,48","","","","","","ND"
"2018-02-16 14:00","2018","02","16","14:00","-32,0","","-36,1","","67","","","M","","M","","","96,60","","","","","","ND"
"2018-02-16 15:00","2018","02","16","15:00","-31,9","","-36,1","","66","","","M","","M","","","96,64","","","","","","ND"
"2018-02-16 16:00","2018","02","16","16:00","-32,2","","-36,4","","66","","","M","","M","","","96,68","","","","","","ND"
"2018-02-16 17:00","2018","02","16","17:00","-32,6","","-36,9","","66","","","M","","M","","","96,73","","","","","","ND"
"2018-02-16 18:00","2018","02","16","18:00","-33,1","","-37,5","","65","","","M","","M","","","96,78","","","","","","ND"
"2018-02-16 19:00","2018","02","16","19:00","-33,4","","-37,8","","65","","","M","","M","","","96,83","","","","","","ND"
"2018-02-16 20:00","2018","02","16","20:00","-33,6","","-38,0","","65","","","M","","M","","","96,89","","","","","","ND"
"2018-02-16 21:00","2018","02","16","21:00","-33,9","","-38,3","","65","","","M","","M","","","96,91","","","","","","ND"
"2018-02-16 22:00","2018","02","16","22:00","-34,1","","-38,5","","65","","","M","","M","","","96,86","","","","","","ND"
"2018-02-16 23:00","2018","02","16","23:00","-34,1","","-38,6","","64","","","M","","M","","","96,86","","","","","","ND"
"2018-02-17 00:00","2018","02","17","00:00","-34,4","","-38,8","","65","","","M","","M","","","96,95","","","","","","ND"
"2018-02-17 01:00","2018","02","17","01:00","-34,2","","-38,6","","65","","","M","","M","","","96,97","","","","","","ND"
"2018-02-17 02:00","2018","02","17","02:00","-34,6","","-39,0","","64","","","M","","M","","","97,03","","","","","","ND"
"2018-02-17 03:00","2018","02","17","03:00","-34,8","","-39,3","","64","","","M","","M","","","97,06","","","","","","ND"
"2018-02-17 04:00","2018","02","17","04:00","-35,5","","-40,0","","64","","","M","","M","","","97,11","","","","","","ND"
"2018-02-17 05:00","2018","02","17","05:00","-36,2","","-40,7","","63","","","M","","M","","","97,17","","","","","","ND"
"2018-02-17 06:00","2018","02","17","06:00","-35,1","","-39,6","","64","","","M","","M","","","97,21","","","","","","ND"
"2018-02-17 07:00","2018","02","17","07:00","-35,9","","-40,4","","63","","","M","","M","","","97,29","","","","","","ND"
"2018-02-17 08:00","2018","02","17","08:00","-35,4","","-39,9","","63","","","M","","M","","","97,31","","","","","","ND"
"2018-02-17 09:00","2018","02","17","09:00","-34,9","","-39,3","","64","","","M","","M","","","97,35","","","","","","ND"
"2018-02-17 10:00","2018","02","17","10:00","-35,5","","-40,1","","63","","","M","","M","","","97,39","","","","","","ND"
"2018-02-17 11:00","2018","02","17","11:00","-35,1","","-39,7","","63","","","M","","M","","","97,32","","","","","","ND"
"2018-02-17 12:00","2018","02","17","12:00","-34,5","","-39,0","","64","","","M","","M","","","97,34","","","","","","ND"
"2018-02-17 13:00","2018","02","17","13:00","-34,2","","-38,7","","64","","","M","","M","","","97,41","","","","","","ND"
"2018-02-17 14:00","2018","02","17","14:00","-33,5","","-38,0","","64","","","M","","M","","","97,34","","","","","","ND"
"2018-02-17 15:00","2018","02","17","15:00","-34,0","","-38,6","","63","","","M","","M","","","97,38","","","","","","ND"
"2018-02-17 16:00","2018","02","17","16:00","-33,6","","-38,1","","64","","","M","","M","","","97,41","","","","","","ND"
"2018-02-17 17:00","2018","02","17","17:00","-33,9","","-38,4","","64","","","M","","M","","","97,45","","","","","","ND"
"2018-02-17 18:00","2018","02","17","18:00","-33,0","","-37,4","","64","","","M","","M","","","97,42","","","","","","ND"
"2018-02-17 19:00","2018","02","17","19:00","-32,5","","-36,9","","65","","","M","","M","","","97,28","","","","","","ND"
"2018-02-17 20:00","2018","02","17","20:00","-31,4","","-35,5","","67","","","M","","M","","","97,16","","","","","","ND"
"2018-02-17 21:00","2018","02","17","21:00","-30,3","","-34,3","","68","","","M","","M","","","97,14","","","","","","ND"
"2018-02-17 22:00","2018","02","17","22:00","-29,0","","-33,0","","69","","","M","","M","","","97,05","","","","","","ND"
"2018-02-17 23:00","2018","02","17","23:00","-27,7","","-31,4","","70","","","M","","M","","","96,94","","","","","","ND"
"2018-02-18 00:00","2018","02","18","00:00","-27,1","","-30,6","","72","","","M","","M","","","96,89","","","","","","ND"
"2018-02-18 01:00","2018","02","18","01:00","-25,9","","-29,3","","73","","","M","","M","","","96,74","","","","","","ND"
"2018-02-18 02:00","2018","02","18","02:00","-25,5","","-28,8","","74","","","M","","M","","","96,66","","","","","","ND"
"2018-02-18 03:00","2018","02","18","03:00","-24,0","","-27,2","","74","","","M","","M","","","96,52","","","","","","ND"
"2018-02-18 04:00","2018","02","18","04:00","-24,5","","-27,8","","74","","","M","","M","","","96,38","","","","","","ND"
"2018-02-18 05:00","2018","02","18","05:00","-23,0","","-26,3","","74","","","M","","M","","","96,41","","","","","","ND"
"2018-02-18 06:00","2018","02","18","06:00","-23,0","","-26,2","","75","","","M","","M","","","96,45","","","","","","ND"
"2018-02-18 07:00","2018","02","18","07:00","-23,8","","-26,9","","76","","","M","","M","","","96,34","","","","","","ND"
"2018-02-18 08:00","2018","02","18","08:00","-23,4","","-26,5","","75","","","M","","M","","","96,22","","","","","","ND"
"2018-02-18 09:00","2018","02","18","09:00","-23,3","","-26,4","","76","","","M","","M","","","96,39","","","","","","ND"
"2018-02-18 10:00","2018","02","18","10:00","-23,7","","-26,8","","75","","","M","","M","","","96,38","","","","","","ND"
"2018-02-18 11:00","2018","02","18","11:00","-23,8","","-27,1","","75","","","M","","M","","","96,48","","","","","","ND"
"2018-02-18 12:00","2018","02","18","12:00","-24,2","","-27,5","","74","","","M","","M","","","96,49","","","","","","ND"
"2018-02-18 13:00","2018","02","18","13:00","-25,5","","-29,0","","73","","","M","","M","","","96,55","","","","","","ND"
"2018-02-18 14:00","2018","02","18","14:00","-26,1","","-29,5","","73","","","M","","M","","","96,66","","","","","","ND"
"2018-02-18 15:00","2018","02","18","15:00","-28,0","","-31,8","","70","","","M","","M","","","96,76","","","","","","ND"
"2018-02-18 16:00","2018","02","18","16:00","-29,6","","-33,5","","69","","","M","","M","","","96,68","","","","","","ND"
"2018-02-18 17:00","2018","02","18","17:00","-30,5","","-34,5","","68","","","M","","M","","","96,93","","","","","","ND"
"2018-02-18 18:00","2018","02","18","18:00","-31,0","","-34,9","","68","","","M","","M","","","96,99","","","","","","ND"
"2018-02-18 19:00","2018","02","18","19:00","-31,3","","-35,4","","67","","","M","","M","","","97,14","","","","","","ND"
"2018-02-18 20:00","2018","02","18","20:00","-32,1","","-36,1","","67","","","M","","M","","","97,15","","","","","","ND"
"2018-02-18 21:00","2018","02","18","21:00","-32,8","","-36,9","","67","","","M","","M","","","97,26","","","","","","ND"
"2018-02-18 22:00","2018","02","18","22:00","-33,4","","-37,6","","66","","","M","","M","","","97,29","","","","","","ND"
"2018-02-18 23:00","2018","02","18","23:00","-33,8","","-37,9","","66","","","M","","M","","","97,36","","","","","","ND"
"2018-02-19 00:00","2018","02","19","00:00","-34,0","","-38,1","","66","","","M","","M","","","97,38","","","","","","ND"
"2018-02-19 01:00","2018","02","19","01:00","-34,3","","-38,6","","65","","","M","","M","","","97,46","","","","","","ND"
"2018-02-19 02:00","2018","02","19","02:00","-34,6","","-38,9","","65","","","M","","M","","","97,48","","","","","","ND"
"2018-02-19 03:00","2018","02","19","03:00","-34,7","","-39,0","","65","","","M","","M","","","97,51","","","","","","ND"
"2018-02-19 04:00","2018","02","19","04:00","-35,1","","-39,4","","65","","","M","","M","","","97,49","","","","","","ND"
"2018-02-19 05:00","2018","02","19","05:00","-35,5","","-40,0","","64","","","M","","M","","","97,55","","","","","","ND"
