dates,Q_R_uncorrected,Q_R_corrected,Q_EC
2018-05-27 00:00:00+00:00,-1.07692307692,-4.57108782084,-2.97
2018-05-28 00:00:00+00:00,4.0,0.542677791962,1.1
2018-05-29 00:00:00+00:00,1.76923076923,-1.65026929767,-1.41111111111
2018-05-30 00:00:00+00:00,4.07692307692,0.696183953628,1.57777777778
2018-05-31 00:00:00+00:00,5.38461538462,2.04353453897,0.6
2018-06-01 00:00:00+00:00,4.15384615385,0.853278859354,-0.2125
2018-06-02 00:00:00+00:00,0.923076923077,-2.3361641256,-2.68888888889
2018-06-04 00:00:00+00:00,0.307692307692,-2.86663062837,-2.16
2018-06-05 00:00:00+00:00,1.30769230769,-1.82312584528,-1.5
2018-06-06 00:00:00+00:00,2.69230769231,-0.39436700319,-1.41
2018-06-07 00:00:00+00:00,5.76923076923,2.7272941417,1.12
2018-06-08 00:00:00+00:00,6.0,3.0033519087,-0.02
2018-06-09 00:00:00+00:00,3.07692307692,0.126069840789,0.26
2018-06-10 00:00:00+00:00,9.15384615385,6.24925000555,0.54
2018-06-11 00:00:00+00:00,2.46153846154,-0.396382320407,0.1
2018-06-12 00:00:00+00:00,7.30769230769,4.49682141622,0.8625
2018-06-13 00:00:00+00:00,3.92307692308,1.1595869578,1.13
2018-06-14 00:00:00+00:00,2.53846153846,-0.177359622693,0.675
2018-06-15 00:00:00+00:00,4.53846153846,1.87055429503,0.61
2018-06-16 00:00:00+00:00,5.38461538462,2.76482486267,3.39
2018-06-18 00:00:00+00:00,9.30769230769,6.7845770255,4.5
2018-06-19 00:00:00+00:00,3.38461538462,0.909976794605,1.22
2018-06-20 00:00:00+00:00,3.61538461538,1.18926197653,1.21
2018-06-21 00:00:00+00:00,4.69230769231,2.31470106931,4.06
2018-06-22 00:00:00+00:00,8.61538461538,6.28625565458,4.47
2018-06-23 00:00:00+00:00,3.30769230769,1.02696505834,1.28
2018-06-24 00:00:00+00:00,4.84615384615,2.61371562449,2.24
2018-06-25 00:00:00+00:00,7.15384615385,4.96954844729,6.27
2018-06-26 00:00:00+00:00,3.61538461538,1.47904402435,2.27777777778
2018-06-27 00:00:00+00:00,5.38461538462,3.29601459918,3.70909090909
2018-06-28 00:00:00+00:00,8.38461538462,6.34350419343,3.63
2018-06-30 00:00:00+00:00,3.92307692308,1.97606789924,2.11
2018-07-02 00:00:00+00:00,11.6923076923,9.83803162232,8.82
2018-07-03 00:00:00+00:00,2.84615384615,1.03766001546,2.79
2018-07-04 00:00:00+00:00,6.46153846154,4.69840189832,4.42
2018-07-05 00:00:00+00:00,12.4615384615,10.7433090287,10.12
2018-07-06 00:00:00+00:00,4.61538461538,2.94158817973,2.79
2018-07-07 00:00:00+00:00,8.15384615385,6.5239857634,4.22
2018-07-08 00:00:00+00:00,5.61538461538,4.02894168222,5.62
2018-07-09 00:00:00+00:00,3.61538461538,2.07182010166,2.26
2018-07-10 00:00:00+00:00,1.92307692308,0.421832527671,1.14
2018-07-11 00:00:00+00:00,9.38461538462,7.92511472812,6.05
2018-07-16 00:00:00+00:00,3.76923076923,2.50925264244,3.3
2018-07-17 00:00:00+00:00,8.15384615385,6.93183943237,7.07
2018-07-18 00:00:00+00:00,3.0,1.8152943334,2.29
2018-07-19 00:00:00+00:00,2.61538461538,1.46730073574,1.8
2018-07-20 00:00:00+00:00,10.2307692308,9.11862002896,8.65
2018-07-21 00:00:00+00:00,11.1538461538,10.0769377349,8.63
2018-07-23 00:00:00+00:00,13.6153846154,12.6068540748,11.2444444444
2018-07-24 00:00:00+00:00,7.07692307692,6.10152112922,4.4375
2018-07-26 00:00:00+00:00,6.23076923077,5.31948974518,5.13
2018-07-27 00:00:00+00:00,8.15384615385,7.27355770187,5.35
2018-07-30 00:00:00+00:00,4.69230769231,3.90071289597,3.8875
2018-07-31 00:00:00+00:00,5.84615384615,5.08270231507,4.4125
2018-08-01 00:00:00+00:00,9.30769230769,8.57167793982,9.975
2018-08-02 00:00:00+00:00,11.5384615385,10.8291820569,13.4
2018-08-03 00:00:00+00:00,8.0,7.31675764191,8.3375
2018-08-06 00:00:00+00:00,3.07692307692,2.46766031447,2.98
2018-08-07 00:00:00+00:00,11.3846153846,10.7986564908,9.3
2018-08-08 00:00:00+00:00,16.0769230769,15.5136020687,16.27
2018-08-10 00:00:00+00:00,10.2307692308,9.71075839982,8.34444444444
2018-08-11 00:00:00+00:00,12.4615384615,11.9622172296,8.26666666667
2018-08-12 00:00:00+00:00,9.15384615385,8.67458309019,9.59
2018-08-13 00:00:00+00:00,6.23076923077,5.77094254883,6.38
2018-08-14 00:00:00+00:00,5.61538461538,5.17438251417,5.17
2018-08-15 00:00:00+00:00,9.07692307692,8.65414405316,8.19
2018-08-16 00:00:00+00:00,11.1538461538,10.7486992852,11.83
2018-08-17 00:00:00+00:00,3.38461538462,2.99652058445,3.97
2018-08-18 00:00:00+00:00,6.0,5.62838824493,5.81
2018-08-19 00:00:00+00:00,10.8461538462,10.4904673763,11.55
2018-08-20 00:00:00+00:00,8.0,7.65969249338,6.73
2018-08-21 00:00:00+00:00,8.53846153846,8.2129982598,6.31
2018-08-22 00:00:00+00:00,11.9230769231,11.6119348483,13.0333333333
2018-08-23 00:00:00+00:00,7.0,6.7026679166,7.44
2018-08-24 00:00:00+00:00,5.53846153846,5.2544401235,6.24
2018-08-25 00:00:00+00:00,4.69230769231,4.42110956791,2.8
2018-08-27 00:00:00+00:00,4.61538461538,4.36841887105,3.2
2018-08-28 00:00:00+00:00,2.46153846154,2.22600578915,2.1
2018-08-29 00:00:00+00:00,2.25,2.02546094866,2.27
